ACT Symbol,Security Name,Exchange
NXR,Nuveen Select Tax Free Income Portfolio III Common Stock,N
NXRT,"NexPoint Residential Trust, Inc. Common Stock",N
NYCB,"New York Community Bancorp, Inc. Common Stock",N
NYCB$A,"New York Community Bancorp, Inc. Depositary shares, each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock",N
NYCB$U,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)",N
NYLD,"NRG Yield, Inc. Class C Common Stock",N
NYLD.A,"NRG Yield, Inc. Class A Common Stock",N
NYRT,"New York REIT, Inc. Common Stock",N
NYT,New York Times Company (The) Common Stock,N
NYV,Nuveen New York Municipal Value Fund 2 Common Shares of Beneficial Interest,N
NZF,Nuveen Municipal Credit Income Fund ,N
O,Realty Income Corporation Common Stock,N
OA,"Orbital ATK, Inc. Common Stock",N
OAK,"Oaktree Capital Group, LLC Class A Units Representing Limited Liability Company Interests",N
OAKS,Five Oaks Investment Corp. Common Stock,N
OAKS$A,Five Oaks Investment Corp. 8.75% Series A Cumulative Redeemable Preferred Stock,N
OAS,Oasis Petroleum Inc. Common Stock,N
OB,"OneBeacon Insurance Group, Ltd. Class A Common Stock",N
OBE,Obsidian Energy Ltd.,N
OC,Owens Corning Inc Common Stock New,N
OCIP,OCI Partners LP Common Units representing Limited Partner Interests,N
OCN,Ocwen Financial Corporation NEW Common Stock,N
ODC,Oil-Dri Corporation Of America Common Stock,N
OEC,Orion Engineered Carbons S.A Common Shares,N
OFC,Corporate Office Properties Trust Common Stock,N
OFG,OFG Bancorp Common Stock,N
OFG$A,OFG Bancorp Preferred Stock,N
OFG$B,OFG Bancorp 7.0% Non Cumulative Monthly Income Preferred Stock Series B,N
OFG$D,OFG Bancorp 7.125% Non-Cumulative Perpetual Preferred Stock. Series D,N
OGE,OGE Energy Corporation Common Stock,N
OGS,"ONE Gas, Inc. Common Stock",N
OHI,"Omega Healthcare Investors, Inc. Common Stock",N
OI,"Owens-Illinois, Inc. Common Stock",N
OIA,Invesco Municipal Income Opportunities Trust Common Stock,N
OIBR.C,"Oi S.A. American Depositary Shares, (Each representing 1 Common Share)",N
OII,"Oceaneering International, Inc. Common Stock",N
OIS,"Oil States International, Inc. Common Stock",N
OKE,"ONEOK, Inc. Common Stock",N
OLN,Olin Corporation Common Stock,N
OLP,"One Liberty Properties, Inc. Common Stock",N
OMAA,OM Asset Management plc 5.125% Notes due 2031,N
OMAM,OM Asset Management plc Ordinary Shares,N
OMC,Omnicom Group Inc. Common Stock,N
OME,Omega Protein Corporation Common Stock,N
OMF,"OneMain Holdings, Inc. Common Stock",N
OMI,"Owens & Minor, Inc. Common Stock",N
OMN,OMNOVA Solutions Inc. Common Stock,N
ONDK,"On Deck Capital, Inc. Common Stock",N
OOMA,"Ooma, Inc. Common Stock",N
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",N
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",N
OR,Osisko Gold Royalties Ltd Common Shares,N
ORA,"Ormat Technologies, Inc. Common Stock",N
ORAN,Orange,N
ORC,"Orchid Island Capital, Inc. Common Stock",N
ORCL,Oracle Corporation Common Stock,N
ORI,Old Republic International Corporation Common Stock,N
ORN,"Orion Group Holdings, Inc. Common",N
OSB,Norbord Inc. Common Stock,N
OSG,"Overseas Shipholding Group, Inc. Class A Common Stock",N
OSK,Oshkosh Corporation (Holding Company)Common Stock,N
OUT,OUTFRONT Media Inc. Common Stock,N
OXM,"Oxford Industries, Inc. Common Stock",N
OXY,Occidental Petroleum Corporation Common Stock,N
OZM,Och-Ziff Capital Management Group LLC Class A Shares representing Class A limited liability company interests,N
P,"Pandora Media, Inc. Common Stock",N
PAA,"Plains All American Pipeline, L.P. Common Stock",N
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",N
PAG,"Penske Automotive Group, Inc. Common Stock",N
PAGP,"Plains Group Holdings, L.P. Class A Shares representing limited partner interests",N
PAH,Platform Specialty Products Corporation Common Stock,N
PAI,Western Asset Income Fund Common Stock,N
PAM,Pampa Energia S.A. Pampa Energia S.A.,N
PANW,"Palo Alto Networks, Inc. Common Stock",N
PAR,PAR Technology Corporation Common Stock,N
PAY,"Verifone Systems, Inc. Common Stock",N
PAYC,"Paycom Software, Inc. Common Stock",N
PB,"Prosperity Bancshares, Inc. Common Stock",N
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),N
PBB,Prospect Capital Corporation 6.25% Notes due 2024,N
PBF,PBF Energy Inc. Class A Common Stock,N
PBFX,PBF Logistics LP Common Units representing limited partner interests,N
PBH,"Prestige Brand Holdings, Inc. Common Stock",N
PBI,Pitney Bowes Inc. Common Stock,N
PBI$B,Pitney Bowes Inc 6.70% Notes Due 2043,N
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,N
PBR.A,Petroleo Brasileiro S.A.- Petrobras American Depositary Shares,N
PBT,Permian Basin Royalty Trust Common Stock,N
PCF,Putnam High Income Securities Fund Common Stock,N
PCG,Pacific Gas & Electric Co. Common Stock,N
PCI,PIMCO Dynamic Credit and Mortgage Income Fund Common Shares of Beneficial Interest,N
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,N
PCM,"PCM Fund, Inc. Common Stock",N
PCN,Pimco Corporate & Income Strategy Fund Common Stock,N
PCQ,PIMCO California Municipal Income Fund Common Stock,N
PDI,PIMCO Dynamic Income Fund Common Stock,N
PDM,"Piedmont Office Realty Trust, Inc. Class A Common Stock",N
PDS,Precision Drilling Corporation Common Stock,N
PDT,John Hancock Premium Dividend Fund,N
PE,"Parsley Energy, Inc. Class A Common Stock",N
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,N
PEB$C,Pebblebrook Hotel Trust 6.50% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,N
PEB$D,Pebblebrook Hotel Trust 6.375% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest,N
PEG,Public Service Enterprise Group Incorporated Common Stock,N
PEI,Pennsylvania Real Estate Investment Trust Common Stock,N
PEI$A,Pennsylvania Real Estate Investment Trust PFD sh CL A,N
PEI$B,Pennsylvania Real Estate Investment Trust Cumulative Redeemable Perpetual Preferred Shares Series B,N
PEI$C,Pennsylvania Real Estate Investment Trust 7.20% Series C Cumulative Redeemable Perpetual Preferred Shares,N
PEI$D,Pennsylvania Real Estate Investment Trust 6.875% Series D Cumulative Redeemable Perpetual Preferred Shares,N
PEN,"Penumbra, Inc. Common Stock",N
PEO,"Adams Natural Resources Fund, Inc. Common Stock",N
PEP,"Pepsico, Inc. Common Stock",N
PER,SandRidge Permian Trust Common Units of Benficial Interest,N
PES,Pioneer Energy Services Corp. Common Stk,N
PF,"Pinnacle Foods, Inc. Common Stock",N
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated Common Stock,N
PFE,"Pfizer, Inc. Common Stock",N
PFG,Principal Financial Group Inc Common Stock,N
PFGC,Performance Food Group Company Common Stock,N
PFH,Cabco Tr Jcp 7.625 Common Stock,N
PFK,"Prudential Financial Inflation-Linked Retail Medium Linked Retail Medium-Term Notes due April 10, 2018",N
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,N
PFN,PIMCO Income Strategy Fund II,N
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Incorporated Common Stock,N
PFS,"Provident Financial Services, Inc Common Stock",N
PFSI,"PennyMac Financial Services, Inc. Class A Common Stock",N
PG,Procter & Gamble Company (The) Common Stock,N
PGEM,"Ply Gem Holdings, Inc. Common Stock",N
PGH,Pengrowth Energy Corporation,N
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,N
PGR,Progressive Corporation (The) Common Stock,N
PGRE,"Paramount Group, Inc. Common Stock",N
PGTI,"PGT Innovations, Inc.",N
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest,N
PH,Parker-Hannifin Corporation Common Stock,N
PHD,Pioneer Floating Rate Trust Pioneer Floating Rate Trust Shares of Beneficial Interest,N
PHG,Koninklijke Philips N.V. NY Registry Shares,N
PHH,PHH Corp Common Stock,N
PHI,PLDT Inc. Sponsored ADR,N
PHK,Pimco High Income Fund Pimco High Income Fund,N
PHM,"PulteGroup, Inc. Common Stock",N
PHT,Pioneer High Income Trust Common Shares of Beneficial Interest,N
PHX,Panhandle Oil and Gas Inc Common Stock,N
PII,Polaris Industries Inc. Common Stock,N
PIM,Putnam Master Intermediate Income Trust Common Stock,N
PIR,"Pier 1 Imports, Inc. Common Stock",N
PIY,Preferred Plus Trust (Ser CZN) Preferred Plus Trust Ser CZN-1 Tr Ctf 8.375% Maturity 10/01/2046,N
PJC,Piper Jaffray Companies Common Stock,N
PJH,"Prudential Financial, Inc. 5.75% Junior Subordinated Notes due 2052",N
PJT,PJT Partners Inc. Class A Common Stock,N
PK,Park Hotels & Resorts Inc. Common Stock ,N
PKD,Parker Drilling Company Common Stock,N
PKE,Park Electrochemical Corporation Common Stock,N
PKG,Packaging Corporation of America Common Stock,N
PKI,"PerkinElmer, Inc. Common Stock",N
PKO,Pimco Income Opportunity Fund Common Shares of Beneficial Interest,N
PKX,POSCO Common Stock,N
PKY,"Parkway, Inc. Common Stock ",N
PLD,"ProLogis, Inc. Common Stock",N
PLNT,"Planet Fitness, Inc. Common Stock",N
PLOW,"Douglas Dynamics, Inc. Common Stock",N
PLT,"Plantronics, Inc. Common Stock",N
PM,Philip Morris International Inc Common Stock,N
PMC,Pharmerica Corporation Common Stock,N
PMF,PIMCO Municipal Income Fund Common Stock,N
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,N
PMM,Putnam Managed Municipal Income Trust Common Stock,N
PMO,Putnam Municipal Opportunities Trust Common Stock,N
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,N
PMT$A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,N
PMT$B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,N
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,N
PN,"Patriot National, Inc. Common Stock",N
PNC,"PNC Financial Services Group, Inc. (The) Common Stock",N
PNC$P,"PNC Financial Services Group, Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P",N
PNC$Q,"PNC Financial Services Group, Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Shares Series Q",N
PNC.W,"PNC Financial Services Group, Inc. Warrant expiring December 31, 2018",N
PNF,PIMCO New York Municipal Income Fund Common Stock,N
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,N
PNM,"PNM Resources, Inc. (Holding Co.) Common Stock",N
PNR,Pentair plc. Ordinary Share,N
PNW,Pinnacle West Capital Corporation Common Stock,N
POL,PolyOne Corporation Common Stock,N
POR,Portland General Electric Co Common Stock,N
POST,"Post Holdings, Inc. Common Stock",N
POT,Potash Corporation of Saskatchewan Inc. Common Stock,N
PPG,"PPG Industries, Inc. Common Stock",N
PPL,PPL Corporation Common Stock,N
PPR,Voya Prime Rate Trust Shares of Beneficial Interest,N
PPT,Putnam Premier Income Trust Common Stock,N
PPX,"PPL Capital Funding, Inc. 2013 Series B Junior Subordinated Notes due 2073",N
PQ,Petroquest Energy Inc Common Stock,N
PRA,ProAssurance Corporation Common Stock,N
PRE$F,PartnerRe Ltd. Redeemable Preferred Shares Series F (Bermuda),N
PRE$G,"PartnerRe Ltd. 6.50% Series G Cumulative Redeemable Preferred Shares, $1.00 par value",N
PRE$H,"PartnerRe Ltd. 7.25% Series H Cumulative Redeemable Preferred Shares, $1.00 par value",N
PRE$I,"PartnerRe Ltd. 5.875% Series I Non-Cumulative Redeemable Preferred Shares, $1.00 par value",N
PRGO,Perrigo Company plc Ordinary Shares,N
PRH,"Prudential Financial, Inc. 5.70% Junior Subordinated Notes due 2053",N
PRI,"Primerica, Inc. Common Stock",N
PRLB,"Proto Labs, Inc. Common stock",N
PRO,"PROS Holdings, Inc. Common Stock",N
PRTY,Party City Holdco Inc. Common Stock,N
PRU,"Prudential Financial, Inc. Common Stock",N
PSA,Public Storage Common Stock,N
PSA$A,"Public Storage Depositary Shares each representing 1/1,000 of a 5.875% Cumulative Preferred SBI, Series A",N
PSA$B,"Public Storage Depositary Shares, each representing 1/1,000 of a 5.40% Cumulative Preferred Share of Beneficial Interest",N
PSA$C,"Public Storage Depositary Shares Each Representing 1/1000 of a 5.125% Cumulative Preferred Share of Beneficial Interest, Series C",N
PSA$D,"Public Storage Depositary Shares Each Representing 1/1000 of a 4.95% Cumulative Preferred Share of Beneficial Interest, Series D",N
PSA$E,"Public Storage Depositary Shares Each Representing 1/1000 of a 4.90% Cumulative Preferred Share of Beneficial Interest, Series E",N
PSA$F,"Public Storage Depositary Shares Each Representing 1/1,000 of a 5.15% Cumulative Preferred Share of Beneficial Interest, Series F, par value $0.01 per share",N
PSA$G,"Public Storage Depositary Shares, Each Representing 1/1,000 of a 5.05% Cumulative Preferred Share of Beneficial Interest, Series G",N
PSA$T,Public Storage Depository Shares Representing 1/1000 Pfd Shares Beneficial Interest Series T,N
PSA$U,Public Storage Depositary Shares Representing 1/1000 Preferred Benerficial Interest Series U,N
PSA$V,Public Storage Dep Shs Repstg 1/1000th Pfd Sh Ben Int Ser V,N
PSA$W,Public Storage Depositary Shares Representing 1/1000 Preferred Shares of Benficial Interest Series W,N
PSA$X,Public Storage Depositary Shares Representing 1/1000th Cumulative Preferred Shares Beneficial Interest Series X,N
PSA$Y,Public Storage Dep Shs Repstg 1/1000th Pfd Sh Ben Int Ser Y,N
PSA$Z,Public Storage Dep Shs Representing 1/1000th Pfd Sh Ben Int Ser Z,N
PSB,"PS Business Parks, Inc. Common Stock",N
PSB$T,"PS Business Parks, Inc. Depositary Shares Representing 1/1000th Preferred Series T",N
PSB$U,"PS Business Parks, Inc. Dep Shs Repstg 1/1000 Pfd Ser U",N
PSB$V,"PS Business Parks, Inc. Depositary Shares Represting 1/1000th Shares Cumulative Preferred Stock Series V",N
PSB$W,"PS Business Parks, Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.20% Cumulative Preferred Stock, Series W",N
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock",N
PSO,"Pearson, Plc Common Stock",N
PSTG,"Pure Storage, Inc. Class A Common Stock",N
PSX,Phillips 66 Common Stock,N
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,N
PTR,PetroChina Company Limited Common Stock,N
PTY,Pimco Corporate & Income Opportunity Fund,N
PUK,Prudential Public Limited Company Common Stock,N
PUK$,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security,N
PUK$A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares,N
PUMP,ProPetro Holding Corp. Common Stock,N
PVG,"Pretium Resources, Inc. Ordinary Shares (Canada)",N
PVH,PVH Corp. Common Stock,N
PWR,"Quanta Services, Inc. Common Stock",N
PX,"Praxair, Inc. Common Stock",N
PXD,Pioneer Natural Resources Company Common Stock,N
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,N
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A,N
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,N
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,N
PZE,Petrobras Argentina S.A. ADS,N
PZN,Pzena Investment Management Inc Class A Common Stock,N
Q,"Quintiles IMS Holdings, Inc. Common Stock",N
QCP,"Quality Care Properties, Inc. Common Stock ",N
QEP,"QEP Resources, Inc. Common Stock",N
QHC,Quorum Health Corporation Common Stock ,N
QSR,Restaurant Brands International Inc. Common Shares,N
QTM,Quantum Corporation Common Stock,N
QTS,"QTS Realty Trust, Inc. Class A Common Stock",N
QTWO,"Q2 Holdings, Inc. Common Stock",N
QUAD,"Quad Graphics, Inc Class A Common Stock",N
QUOT,Quotient Technology Inc. Common Stock,N
R,"Ryder System, Inc. Common Stock",N
RA,Brookfield Real Assets Income Fund Inc. Common Stock,N
RACE,Ferrari N.V. Common Shares,N
RAD,Rite Aid Corporation Common Stock,N
RAS,RAIT Financial Trust New Common Shares of Beneficial Interest,N
RAS$A,RAIT Financial Trust  7.75% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,N
RAS$B,RAIT Financial Trust 8.375% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest,N
RAS$C,RAIT Financial Trust 8.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,N
RATE,"Bankrate, Inc. Common Stock",N
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,N
RBC,Regal Beloit Corporation Common Stock,N
RBS,Royal Bank of Scotland Group Plc New (The) ADS,N
RBS$S,Royal Bank of Scotland Group Plc (The) Sponsored ADR Repstg Pref Ser S (United Kingdom),N
RCI,"Rogers Communication, Inc. Common Stock",N
RCL,Royal Caribbean Cruises Ltd. Common Stock,N
RCS,"PIMCO Strategic Income Fund, Inc.",N
RDC,Rowan Companies plc Class A Ordinary Shares,N
RDN,Radian Group Inc. Common Stock,N
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares),N
RDS.B,Royal Dutch Shell PLC Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B Ordinary Shares),N
RDY,Dr. Reddy's Laboratories Ltd Common Stock,N
RE,"Everest Re Group, Ltd. Common Stock",N
REG,Regency Centers Corporation Common Stock,N
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),N
REN,Resolute Energy Corporation Comon Stock,N
RENN,"Renren Inc. American Depositary Shares, each representing fifteen Class A ordinary shares",N
RENX,RELX N.V. American Depositary Shares (Each representing One Ordinary Share),N
RES,"RPC, Inc. Common Stock",N
RESI,Altisource Residential Corporation Common Stock,N
REV,"Revlon, Inc. New Common Stock",N
REVG,"REV Group, Inc. Common Stock",N
REX,REX American Resources Corporation,N
REXR,"Rexford Industrial Realty, Inc. Common Stock",N
